no,category,name,description,idea,url,docsUrl,auth,status,httpStatus,elapsedMs,contentType,classification,classification_confidence,classification_reason,idea_engine_eligible,error,checkedAt
11,우주·천문·전파,Open Notify,,,http://api.open-notify.org/iss-now.json,http://open-notify.org/Open-Notify-API/ISS-Location-Now/,none,LIVE,200.0,2426,application/json,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:05.662Z
12,우주·천문·전파,Where the ISS at?,,,https://api.wheretheiss.at/v1/satellites/25544,https://wheretheiss.at/w/developer,none,LIVE,200.0,1263,application/json,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:04.602Z
13,우주·천문·전파,Space-Track,,,https://www.space-track.org/basicspacedata/query/class/gp/decay_date/null-val,https://www.space-track.org/documentation,login,AUTH_REQUIRED,401.0,326,application/json,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:03.945Z
14,우주·천문·전파,Launch Library 2,,,https://ll.thespacedevs.com/2.2.0/launch/upcoming/,https://ll.thespacedevs.com/2.2.0/docs/,none,LIVE,200.0,929,application/json,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:04.875Z
15,우주·천문·전파,SDO (Solar Dynamics),,,https://sdo.gsfc.nasa.gov/data/,https://sdo.gsfc.nasa.gov/data/,none,LIVE,200.0,1515,text/html; charset=UTF-8,API_PORTAL,0.92,HTTP 200이지만 API 문서/포털/데이터 진입점 HTML을 반환함,False,,2026-08-24T06:50:05.488Z
16,우주·천문·전파,Auroras.live,,,https://auroras.live/api/,https://auroras.live/,none,NOT_FOUND,404.0,430,text/html; charset=utf-8,DEAD,0.99,404/410 또는 명백한 엔드포인트 없음,False,,2026-08-24T06:50:04.725Z
17,우주·천문·전파,Sunrise-Sunset.io,,,https://api.sunrise-sunset.org/json?lat=40&lng=-74,https://sunrise-sunset.org/api,none,LIVE,200.0,426,application/json,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:04.966Z
18,우주·천문·전파,Farmsense Moon Phase,,,https://api.farmsense.net/v1/moonphases/?d=1468698035,https://www.farmsense.net/api/astro-widgets/api/,none,NETWORK_ERROR,,80,,NEEDS_REVIEW,0.97,일시적 오류/타임아웃/레이트리밋/서버오류라 재검증 필요,False,fetch failed,2026-08-24T06:50:04.682Z
19,우주·천문·전파,Asterank,,,https://www.asterank.com/api/,https://www.asterank.com/,none,NOT_FOUND,404.0,429,text/html,DEAD,0.99,404/410 또는 명백한 엔드포인트 없음,False,,2026-08-24T06:50:05.111Z
20,우주·천문·전파,ESA Copernicus Hub,,,https://dataspace.copernicus.eu/,https://documentation.dataspace.copernicus.eu/APIs.html,token,LIVE,200.0,1555,text/html; charset=UTF-8,API_PORTAL,0.92,HTTP 200이지만 API 문서/포털/데이터 진입점 HTML을 반환함,False,,2026-08-24T06:50:06.280Z
21,우주·천문·전파,USGS Earthquakes,,,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&limit=1,https://earthquake.usgs.gov/fdsnws/event/1/,none,LIVE,200.0,498,application/json; charset=utf-8,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:05.373Z
22,우주·천문·전파,USGS Volcano Hazards,,,https://volcanoes.usgs.gov/vsc/api/volcanoApi/geojson,https://volcanoes.usgs.gov/vsc/api/,none,LIVE,200.0,994,text/html; charset=UTF-8,REAL_API,0.99,GeoJSON 데이터가 실제 반환되었고 Content-Type만 HTML로 표시됨,True,,2026-08-24T06:50:05.962Z
23,우주·천문·전파,EMSC Earthquake,,,https://www.seismicportal.eu/fdsnws/event/1/query?limit=1&format=json,https://www.seismicportal.eu/fdsnws/event/1/,none,LIVE,200.0,2112,application/json,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:07.100Z
24,우주·천문·전파,USGS National Map,,,https://www.usgs.gov/the-national-map-data-delivery,https://www.usgs.gov/programs/national-geospatial-program/national-map,varies,TIMEOUT,,8002,,NEEDS_REVIEW,0.97,일시적 오류/타임아웃/레이트리밋/서버오류라 재검증 필요,False,This operation was aborted,2026-08-24T06:50:13.113Z
25,기상·환경·생태,Movebank API,,,https://movebank.org/cms/movebank-connections,https://www.movebank.org/cms/movebank-content/programmatic-access,varies,LIVE,200.0,5597,text/html;charset=UTF-8,API_PORTAL,0.92,HTTP 200이지만 API 문서/포털/데이터 진입점 HTML을 반환함,False,,2026-08-24T06:50:10.970Z
26,기상·환경·생태,Global Fishing Watch,,,https://gateway.api.globalfishingwatch.org/,https://globalfishingwatch.org/our-apis/,token,AUTH_REQUIRED,401.0,897,application/json; charset=utf-8,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:06.385Z
27,기상·환경·생태,Open-Meteo,,,https://api.open-meteo.com/v1/forecast?latitude=37.5665&longitude=126.9780&current=temperature_2m,https://open-meteo.com/en/docs,none,LIVE,200.0,1303,application/json; charset=utf-8,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:06.965Z
28,기상·환경·생태,OpenWeatherMap,,,https://api.openweathermap.org/data/2.5/weather?lat=37.5665&lon=126.9780&appid=DEMO_KEY,https://openweathermap.org/api,api_key,AUTH_REQUIRED,401.0,408,application/json; charset=utf-8,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:06.371Z
29,기상·환경·생태,WeatherAPI / Weatherbit,,,https://api.weatherapi.com/v1/current.json?key=YOUR_KEY&q=Seoul,https://www.weatherapi.com/docs/,api_key,AUTH_REQUIRED,401.0,424,application/json,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:06.704Z
30,기상·환경·생태,Tomorrow.io,,,https://api.tomorrow.io/v4/weather/realtime?location=Seoul&apikey=YOUR_KEY,https://docs.tomorrow.io/reference,api_key,AUTH_REQUIRED,401.0,320,application/json; charset=utf-8,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:06.691Z
31,기상·환경·생태,Meteostat,,,https://meteostat.net/en/api/,https://dev.meteostat.net/,none,NOT_FOUND,404.0,293,text/html;charset=UTF-8,DEAD,0.99,404/410 또는 명백한 엔드포인트 없음,False,,2026-08-24T06:50:06.678Z
32,기상·환경·생태,MET Norway,,,https://api.met.no/weatherapi/locationforecast/2.0/complete?lat=59.91&lon=10.75,https://api.met.no/doc/,none,LIVE,200.0,1019,application/json,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:07.699Z
33,기상·환경·생태,WAQI (World Air Quality),,,https://api.waqi.info/feed/seoul/?token=demo,https://aqicn.org/api/,token,LIVE,200.0,155,application/json; charset=UTF-8,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:06.847Z
34,기상·환경·생태,OpenAQ,,,https://api.openaq.org/v3/locations?limit=1,https://docs.openaq.org/,api_key,AUTH_REQUIRED,401.0,73,application/json,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:06.777Z
35,기상·환경·생태,AirNow API,,,"https://www.airnowapi.org/aq/data/?startDate=2026-08-24T00-0000&endDate=2026-08-24T01-0000&parameters=PM25&BBOX=-74,40,-73,41&dataType=A&format=application/json&verbose=1&monitorType=0&includerawconcentrations=0&API_KEY=YOUR_KEY",https://docs.airnowapi.org/,api_key,AUTH_REQUIRED,401.0,2267,application/json;charset=UTF-8,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:09.044Z
36,기상·환경·생태,Stormglass,,,https://api.stormglass.io/v2/weather/point?lat=59.9&lng=10.7&params=airTemperature,https://docs.stormglass.io/,api_key,FORBIDDEN,403.0,848,application/json,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:07.695Z
37,기상·환경·생태,NOAA Tides & Currents,,,https://api.tidesandcurrents.noaa.gov/api/prod/datagetter?date=today&station=8518750&product=water_level&datum=MLLW&units=english&time_zone=lst_ldt&format=json,https://api.tidesandcurrents.noaa.gov/api/prod/,none,LIVE,200.0,1099,application/json;charset=UTF-8,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:08.064Z
38,기상·환경·생태,USGS Water Services,,,https://waterservices.usgs.gov/nwis/iv/?format=json&sites=01646500&parameterCd=00060,https://waterservices.usgs.gov/,none,LIVE,200.0,1170,application/json,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:08.270Z
39,기상·환경·생태,GBIF API,,,https://api.gbif.org/v1/species/match?name=Puma%20concolor,https://techdocs.gbif.org/openapi/,none,LIVE,200.0,849,application/json,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:08.544Z
40,기상·환경·생태,eBird API,,,https://api.ebird.org/v2/data/obs/geo/recent?lat=37.5665&lng=126.9780&maxResults=1&key=YOUR_KEY,https://documenter.getpostman.com/view/664302/S1ENwy59,api_key,FORBIDDEN,403.0,1046,,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:08.745Z
41,기상·환경·생태,iNaturalist,,,https://api.inaturalist.org/v1/observations?lat=37.5665&lng=126.978&per_page=1,https://api.inaturalist.org/,none,LIVE,200.0,1044,application/json; charset=utf-8,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:09.109Z
42,기상·환경·생태,Global Forest Watch,,,https://data-api.globalforestwatch.org/,https://data-api.globalforestwatch.org/,varies,LIVE,200.0,3098,text/html; charset=utf-8,API_PORTAL,0.92,HTTP 200이지만 API 문서/포털/데이터 진입점 HTML을 반환함,False,,2026-08-24T06:50:11.368Z
43,기상·환경·생태,NOAA Climate CDO,,,https://www.ncei.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&limit=1,https://www.ncei.noaa.gov/cdo-web/webservices/v2,token,HTTP_ERROR,400.0,831,application/json;charset=utf-8,NEEDS_REVIEW,0.93,구조화 응답이지만 테스트 요청 오류로 실제 데이터 검증이 불완전함,False,,2026-08-24T06:50:09.371Z
44,기상·환경·생태,Copernicus ERA5,,,https://cds.climate.copernicus.eu/api/v2,https://cds.climate.copernicus.eu/how-to-api,token,NOT_FOUND,404.0,1411,application/json; charset=utf-8,DEAD,0.99,404/410 또는 명백한 엔드포인트 없음,False,,2026-08-24T06:50:09.955Z
45,기상·환경·생태,Carbon Interface,,,https://www.carboninterface.com/api/v1/,https://docs.carboninterface.com/,api_key,NOT_FOUND,404.0,1626,text/html; charset=UTF-8,DEAD,0.99,404/410 또는 명백한 엔드포인트 없음,False,,2026-08-24T06:50:10.371Z
46,기상·환경·생태,Climatiq,,,https://api.climatiq.io/,https://www.climatiq.io/docs/api,api_key,NOT_FOUND,404.0,1550,application/json,DEAD,0.99,404/410 또는 명백한 엔드포인트 없음,False,,2026-08-24T06:50:10.594Z
47,기상·환경·생태,Windy Forecast,,,https://api.windy.com/,https://api.windy.com/,api_key,LIVE,200.0,142,text/html,API_PORTAL,0.92,HTTP 200이지만 API 문서/포털/데이터 진입점 HTML을 반환함,False,,2026-08-24T06:50:09.251Z
48,기상·환경·생태,MarineTraffic / AISHub,,,https://www.marinetraffic.com/en/ais-api-services,https://www.marinetraffic.com/en/p/api-services,api_key,LIVE,200.0,299,text/html; charset=utf-8,API_PORTAL,0.92,HTTP 200이지만 API 문서/포털/데이터 진입점 HTML을 반환함,False,,2026-08-24T06:50:09.550Z
49,기상·환경·생태,OpenUV,,,https://openuv.io/api/v1/uv?lat=37.5665&lng=126.9780,https://www.openuv.io/,api_key,TIMEOUT,,8000,,NEEDS_REVIEW,0.97,일시적 오류/타임아웃/레이트리밋/서버오류라 재검증 필요,False,This operation was aborted,2026-08-24T06:50:17.371Z
50,기상·환경·생태,GDACS / ReliefWeb,,,https://www.gdacs.org/gdacsapi/,https://www.gdacs.org/,none,NOT_FOUND,404.0,1680,,DEAD,0.99,404/410 또는 명백한 엔드포인트 없음,False,,2026-08-24T06:50:11.230Z
51,대한민국 공공·서울,서울시 V2X 신호제어기 잔여시간,,,https://data.seoul.go.kr/,https://data.seoul.go.kr/,service_key,LIVE,200.0,349,text/html;charset=UTF-8,API_PORTAL,0.92,HTTP 200이지만 API 문서/포털/데이터 진입점 HTML을 반환함,False,,2026-08-24T06:50:10.304Z
52,대한민국 공공·서울,서울 실시간 도시데이터,,,https://data.seoul.go.kr/,https://data.seoul.go.kr/,service_key,LIVE,200.0,258,text/html;charset=UTF-8,API_PORTAL,0.99,data.go.kr 서울 실시간 도시데이터 포털 화면,False,,2026-08-24T06:50:10.562Z
53,대한민국 공공·서울,서울시 따릉이 대여정보,,,https://data.seoul.go.kr/,https://data.seoul.go.kr/,service_key,LIVE,200.0,326,text/html;charset=UTF-8,API_PORTAL,0.99,data.go.kr 서울 따릉이 데이터 포털 화면,False,,2026-08-24T06:50:10.697Z
54,대한민국 공공·서울,서울 지하철 도착정보,,,https://data.seoul.go.kr/,https://data.seoul.go.kr/,service_key,LIVE,200.0,255,text/html;charset=UTF-8,API_PORTAL,0.99,data.go.kr 서울 지하철 데이터 포털 화면,False,,2026-08-24T06:50:10.818Z
55,대한민국 공공·서울,서울시 교통 돌발/통제,,,https://data.seoul.go.kr/,https://data.seoul.go.kr/,service_key,LIVE,200.0,282,text/html;charset=UTF-8,API_PORTAL,0.99,data.go.kr 서울 교통 데이터 포털 화면,False,,2026-08-24T06:50:10.876Z
56,대한민국 공공·서울,공공데이터포털 TAGO,,,https://www.data.go.kr/,https://www.data.go.kr/,service_key,LIVE,200.0,271,text/html;charset=UTF-8,API_PORTAL,0.92,HTTP 200이지만 API 문서/포털/데이터 진입점 HTML을 반환함,False,,2026-08-24T06:50:10.968Z
57,대한민국 공공·서울,한국도로공사 고속도로 CCTV,,,https://www.data.go.kr/,https://www.data.go.kr/,service_key,LIVE,200.0,232,text/html;charset=UTF-8,API_PORTAL,0.99,data.go.kr 데이터 페이지,False,,2026-08-24T06:50:11.050Z
58,대한민국 공공·서울,한국철도공사 열차운행 정보,,,https://www.data.go.kr/,https://www.data.go.kr/,service_key,LIVE,200.0,239,text/html;charset=UTF-8,API_PORTAL,0.99,data.go.kr 데이터 페이지,False,,2026-08-24T06:50:11.116Z
59,대한민국 공공·서울,공공데이터포털 (data.go.kr),,,https://www.data.go.kr/,https://www.data.go.kr/,service_key,LIVE,200.0,258,text/html;charset=UTF-8,API_PORTAL,0.92,HTTP 200이지만 API 문서/포털/데이터 진입점 HTML을 반환함,False,,2026-08-24T06:50:11.226Z
60,대한민국 공공·서울,한국은행 ECOS,,,https://ecos.bok.or.kr/api/,https://ecos.bok.or.kr/api/,api_key,LIVE,200.0,39,text/html,API_PORTAL,0.99,한국은행 ECOS API 포털 화면,False,,2026-08-24T06:50:11.009Z
61,대한민국 공공·서울,DART 전자공시 오픈API,,,https://opendart.fss.or.kr/api/,https://opendart.fss.or.kr/,api_key,LIVE,200.0,52,application/json;charset=UTF-8,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:11.061Z
62,대한민국 공공·서울,국가법령정보 공동활용,,,https://www.law.go.kr/DRF/lawService.do,https://open.law.go.kr/,api_key,LIVE,200.0,227,application/xml;charset=UTF-8,NEEDS_REVIEW,0.93,구조화 응답이지만 테스트 요청 오류로 실제 데이터 검증이 불완전함,False,,2026-08-24T06:50:11.277Z
63,대한민국 공공·서울,국세청 사업자등록 상태조회,,,https://api.odcloud.kr/api/nts-businessman/v1/status,https://www.data.go.kr/data/15081808/openapi.do,service_key,AUTH_REQUIRED,401.0,44,application/json; charset=UTF-8,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:11.105Z
64,대한민국 공공·서울,열린국회정보 API,,,https://open.assembly.go.kr/portal/openapi/main.do,https://open.assembly.go.kr/portal/openapi/main.do,api_key,LIVE,200.0,492,text/html;charset=UTF-8,API_PORTAL,0.99,열린국회정보 API 포털 화면,False,,2026-08-24T06:50:11.597Z
65,대한민국 공공·서울,통계청 KOSIS,,,https://kosis.kr/openapi/,https://kosis.kr/openapi/,api_key,LIVE,200.0,1745,text/html;charset=UTF-8,API_PORTAL,0.99,KOSIS OpenAPI 포털 화면,False,,2026-08-24T06:50:12.862Z
66,대한민국 공공·서울,식약처 영양성분 DB,,,https://apis.data.go.kr/1471000/FoodNtrIrdntInfoService1,https://www.data.go.kr/,service_key,HTTP_ERROR,400.0,48,application/json,DEAD,0.99,응답이 서비스 폐기/존재하지 않음을 명시,False,,2026-08-24T06:50:11.274Z
67,대한민국 공공·서울,국립중앙도서관 서지정보,,,https://www.nl.go.kr/NL/search/openApi/search.do,https://www.nl.go.kr/NL/contents/N30501000000.do,api_key,LIVE,200.0,75,text/xml;charset=UTF-8,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:11.305Z
68,대한민국 공공·서울,국립국어원 우리말샘,,,https://opendict.korean.go.kr/openapi.do,https://opendict.korean.go.kr/service/openApi/openApiMain,api_key,NOT_FOUND,404.0,46,text/html; charset=UTF-8,DEAD,0.99,404/410 또는 명백한 엔드포인트 없음,False,,2026-08-24T06:50:11.320Z
69,대한민국 공공·서울,우체국 우편번호 검색,,,https://www.juso.go.kr/addrlink/devAddrLinkRequestGuideDevUrl.do,https://www.juso.go.kr/addrlink/devAddrLinkRequestGuideDescList.do,api_key,NOT_FOUND,404.0,79,text/html; charset=UTF-8,DEAD,0.99,404/410 또는 명백한 엔드포인트 없음,False,,2026-08-24T06:50:11.356Z
70,대한민국 공공·서울,KRX 정보데이터시스템,,,https://openapi.krx.co.kr/,https://openapi.krx.co.kr/,api_key,LIVE,200.0,105,text/html;charset=UTF-8,API_PORTAL,0.99,KRX Open API 포털 화면,False,,2026-08-24T06:50:11.410Z
71,글로벌 모빌리티·항공,OpenSky Network,,,https://opensky-network.org/api/states/all,https://openskynetwork.github.io/opensky-api/rest.html,none/account,LIVE,200.0,2036,application/json,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:13.379Z
72,글로벌 모빌리티·항공,FlightAware / Aviationstack,,,https://aviationstack.com/documentation,https://aviationstack.com/documentation,api_key,LIVE,200.0,1981,text/html; charset=utf-8,API_PORTAL,0.92,HTTP 200이지만 API 문서/포털/데이터 진입점 HTML을 반환함,False,,2026-08-24T06:50:13.337Z
73,글로벌 모빌리티·항공,TfL Unified API,,,https://api.tfl.gov.uk/Line/Mode/tube/Status,https://api-portal.tfl.gov.uk/,api_key,LIVE,200.0,1242,application/json; charset=utf-8,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:12.610Z
74,글로벌 모빌리티·항공,NYC MTA Subway GTFS-RT,,,https://api-endpoint.mta.info/Dataservice/mtagtfsfeeds/nyct%2Fgtfs,https://new.mta.info/developers,none,LIVE,200.0,1045,application/json,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:12.458Z
75,글로벌 모빌리티·항공,BART API,,,https://api.bart.gov/api/etd.aspx?cmd=etd&json=y&key=DEMO_KEY,https://api.bart.gov/,key,FORBIDDEN,403.0,292,text/html; charset=UTF-8,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:11.889Z
76,글로벌 모빌리티·항공,CTA API (Chicago),,,https://www.transitchicago.com/developers/,https://www.transitchicago.com/developers/,api_key,FORBIDDEN,403.0,355,text/html; charset=UTF-8,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:12.244Z
77,글로벌 모빌리티·항공,MBTA V3 API (Boston),,,https://api-v3.mbta.com/,https://api-v3.mbta.com/,api_key,LIVE,200.0,1068,text/html; charset=utf-8,API_PORTAL,0.92,HTTP 200이지만 API 문서/포털/데이터 진입점 HTML을 반환함,False,,2026-08-24T06:50:13.312Z
78,글로벌 모빌리티·항공,WMATA API (Washington DC),,,https://api.wmata.com/StationPrediction.svc/json/GetPrediction/A01?api_key=YOUR_KEY,https://developer.wmata.com/,api_key,AUTH_REQUIRED,401.0,989,application/json,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:13.447Z
79,글로벌 모빌리티·항공,LA Metro API,,,https://developer.metro.net/introduction/realtime-api-overview/,https://developer.metro.net/introduction/realtime-api-overview/,none,NOT_FOUND,404.0,1633,text/html; charset=UTF-8,DEAD,0.99,404/410 또는 명백한 엔드포인트 없음,False,,2026-08-24T06:50:14.243Z
80,글로벌 모빌리티·항공,SFMTA API (San Francisco),,,https://www.sfmta.com/developer-resources,https://www.sfmta.com/developer-resources,none,NOT_FOUND,404.0,881,text/html; charset=UTF-8,DEAD,0.99,404/410 또는 명백한 엔드포인트 없음,False,,2026-08-24T06:50:13.743Z
81,글로벌 모빌리티·항공,Transit NSW (Australia),,,https://opendata.transport.nsw.gov.au/,https://opendata.transport.nsw.gov.au/,api_key,LIVE,200.0,815,text/html; charset=UTF-8,API_PORTAL,0.99,Transit NSW 오픈데이터 포털 화면,False,,2026-08-24T06:50:13.929Z
82,글로벌 모빌리티·항공,Translink Open Data,,,https://www.translink.ca/about-us/doing-business-with-translink/open-data,https://www.translink.ca/about-us/doing-business-with-translink/open-data,none,NOT_FOUND,404.0,1767,text/html; charset=utf-8,DEAD,0.99,404/410 또는 명백한 엔드포인트 없음,False,,2026-08-24T06:50:15.080Z
83,글로벌 모빌리티·항공,TTC Open Data (Toronto),,,https://open.toronto.ca/dataset/ttc-real-time-next-vehicle-departures/,https://open.toronto.ca/,none,LIVE,200.0,1030,text/html; charset=UTF-8,API_PORTAL,0.99,TTC 오픈데이터 데이터셋 페이지,False,,2026-08-24T06:50:14.367Z
84,글로벌 모빌리티·항공,Transport for Ireland,,,https://www.transportforireland.ie/transitData/,https://www.transportforireland.ie/transitData/,none,FORBIDDEN,403.0,1777,text/plain,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:15.156Z
85,글로벌 모빌리티·항공,CityBikes,,,https://api.citybik.es/v2/networks,https://api.citybik.es/v2/,none,LIVE,200.0,1738,application/json,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:15.192Z
86,글로벌 모빌리티·항공,GBFS Feed,,,https://github.com/MobilityData/gbfs,https://gbfs.org/,none,LIVE,200.0,704,text/html; charset=utf-8,API_PORTAL,0.92,HTTP 200이지만 API 문서/포털/데이터 진입점 HTML을 반환함,False,,2026-08-24T06:50:14.447Z
87,글로벌 모빌리티·항공,Open Charge Map,,,https://openchargemap.io/site/develop/api,https://openchargemap.io/site/develop/api,api_key,LIVE,200.0,1504,text/html; charset=utf-8,API_PORTAL,0.92,HTTP 200이지만 API 문서/포털/데이터 진입점 HTML을 반환함,False,,2026-08-24T06:50:15.433Z
88,글로벌 모빌리티·항공,Transitland API,,,https://www.transit.land/api/v2/rest,https://www.transit.land/documentation/,varies,NOT_FOUND,404.0,180,application/json,DEAD,0.99,404/410 또는 명백한 엔드포인트 없음,False,,2026-08-24T06:50:14.424Z
